키워드순번,키워드명,등록일시
886,마그네슘 합금,2024-06-18
887,SiO2,2024-06-18
888,MgO,2024-06-18
889,Ferronickel slag,2024-06-18
890,magnesium secondary battery,2024-06-18
891,magnesium alloy,2024-06-18
892,실리카,2024-06-18
893,폐배터리 블랙파우더,2024-06-18
894,탄산리튬,2024-06-18
895,기계식화학반응,2024-06-18
896,선택적 리튬 추출,2024-06-18
897,자원회수,2024-06-18
898,Black Powder,2024-06-18
899,Lithium carbonate,2024-06-18
900,Mechanochemical reaction,2024-06-18
901,Selective recovery of Lithium,2024-06-18
902,Resource recovery,2024-06-18
903,지질나노입자 제조 장비,2024-06-18
904,마이크로플루딕 믹서 카트리지,2024-06-18
905,전달 리보핵산,2024-06-18
906,지질나노입자,2024-06-18
907,리보핵산 지질나노입자,2024-06-18
908,LNP generating apparatus,2024-06-18
909,Microfluidic mixer cartridge,2024-06-18
910,mRNA,2024-06-18
911,Lipid nanoparticle,2024-06-18
912,RNA LNP,2024-06-18
913,다채널,2024-06-18
914,영상자료처리장치,2024-06-18
915,백플레인구조,2024-06-18
916,소형위성,2024-06-18
917,서브시스템,2024-06-18
918,Multi channel,2024-06-18
919,Image data handling unit,2024-06-18
920,Blackplane,2024-06-18
921,Small Satellite,2024-06-18
922,Subsystem,2024-06-18
923,와이파이 헤일로,2024-06-18
924,디지탈,2024-06-18
925,양방향,2024-06-18
926,개별통화,2024-06-18
927,시스템,2024-06-18
928,단말기,2024-06-18
929,웨어러블,2024-06-18
930,그룹통화,2024-06-18
931,wifi halow,2024-06-18
932,digital,2024-06-18
933,two way,2024-06-18
934,individual call,2024-06-18
935,system,2024-06-18
936,termial device,2024-06-18
937,wearable,2024-06-18
938,Group call,2024-06-18
939,마섬유 복합소재,2024-06-18
940,바이오플라스틱,2024-06-18
941,친환경,2024-06-18
942,자동차내장재,2024-06-18
943,사출기술,2024-06-18
944,Fiber composite material,2024-06-18
945,Bioplastics,2024-06-18
946,Eco friendly,2024-06-18
947,Automotive interior materials,2024-06-18
948,Injection technology,2024-06-18
949,사물인터넷,2024-06-18
950,전동 접지 클램프 회전기,2024-06-18
951,검전기,2024-06-18
952,간접활선공법,2024-06-18
953,원격제어,2024-06-18
954,IoT,2024-06-18
955,Automatic Ground Clamp Rotator,2024-06-18
956,Electroscope,2024-06-18
957,Indirect live wire method,2024-06-18
958,Remote control,2024-06-18
959,전기화학적 임피던스 분광법,2024-06-18
960,전류 펄스 주입법,2024-06-18
961,CO 피독,2024-06-18
962,개질기,2024-06-18
963,연료전지,2024-06-18
964,EIS,2024-06-18
965,CPI,2024-06-18
966,CO poisoning,2024-06-18
967,Reformer,2024-06-18
968,Fuelcell,2024-06-18
969,인공지능,2024-06-18
970,레이더 센서,2024-06-18
971,엣지 컴퓨팅,2024-06-18
972,임베디드 시스템,2024-06-18
973,지능형교통정보시스템,2024-06-18
974,AI,2024-06-18
975,Radar,2024-06-18
976,Edge Computing,2024-06-18
977,Embedded System,2024-06-18
978,ITS,2024-06-18
979,태양광 모듈,2024-06-18
980,열화측정,2024-06-18
981,실시간모니터링,2024-06-18
982,환경반응형,2024-06-18
983,IV출력특성,2024-06-18
984,데이터 분석,2024-06-18
985,성능 저하 판정,2024-06-18
986,지속 가능 에너지,2024-06-18
987,Solar Modules,2024-06-18
988,Degradation Measurement,2024-06-18
989,Real time Monitoring,2024-06-18
990,Environmentally Responsive,2024-06-18
991,IV Output Characteristics,2024-06-18
992,Data Analysis,2024-06-18
993,Performance Degradation Assessment,2024-06-18
994,Sustainable Energy,2024-06-18
995,심전도,2024-06-18
996,심박변이도,2024-06-18
997,바이오피드백,2024-06-18
998,웨어러블,2024-06-18
999,디지털헬스,2024-06-18
1000,ECG,2024-06-18
1001,HRV,2024-06-18
1002,Bio feedback,2024-06-18
1003,Wearable,2024-06-18
1004,Digital Health,2024-06-18
1005,데이터 증강,2024-06-18
1006,객체 탐지,2024-06-18
1007,재난안전관리솔루션,2024-06-18
1008,IoT 센서 통합,2024-06-18
1009,제조 및 물류 현장,2024-06-18
1010,Data Augmentation,2024-06-18
1011,Object Detection,2024-06-18
1012,Disaster Safety Management Solution,2024-06-18
1013,IoT Sensor Integration,2024-06-18
1014,Manufacturing and Logistics Sites,2024-06-18
1015,자율주행,2024-06-18
1016,스티어링 휠,2024-06-18
1017,손 파지,2024-06-18
1018,고전압,2024-06-18
1019,잠재적 불,2024-06-18
1020,Autonomous driving,2024-06-18
1021,Steering Whee,2024-06-18
1022,Hnad off detection,2024-06-18
1023,High Voltage,2024-06-18
1024,Potential Defect,2024-06-18
1025,수화젤,2024-06-18
1026,비붕소,2024-06-18
1027,슬라임,2024-06-18
1028,시제품,2024-06-18
1029,공인인증,2024-06-18
1030,Hydrogel,2024-06-18
1031,Boron free,2024-06-18
1032,Slime,2024-06-18
1033,Prototype,2024-06-18
1034,Public certification,2024-06-18
1035,수면케어,2024-06-18
1036,수면분석,2024-06-18
1037,수면테라피,2024-06-18
1038,인공지능,2024-06-18
1039,수면캡슐,2024-06-18
1040,sleep care,2024-06-18
1041,sleep analysis,2024-06-18
1042,sleep therapy,2024-06-18
1043,Artificial intelligence,2024-06-18
1044,sleep capsule,2024-06-18
1045,정수장,2024-06-17
1046,탈수기,2024-06-17
1047,응집제,2024-06-17
1048,인공지능,2024-06-17
1049,영상분석,2024-06-17
1050,water purification plant,2024-06-17
1051,dehydrator,2024-06-17
1052,coagulant,2024-06-17
1053,AI,2024-06-17
1054,image analysis,2024-06-17
1055,인공지능,2024-06-14
1056,디지털트윈,2024-06-14
1057,맥동펌프,2024-06-14
1058,의료 전시회,2024-06-14
1059,비지니스모델,2024-06-14
1060,Artificial Intelligence,2024-06-14
1061,Digital twin,2024-06-14
1062,Pulsating pump,2024-06-14
1063,Medical Exhibition,2024-06-14
1064,Business Model,2024-06-14
1065,항소양증,2024-06-14
1066,항염증,2024-06-14
1067,기능성소재,2024-06-14
1068,저분자화합물,2024-06-14
1069,플라보노이드유도,2024-06-14
1070,anti itching,2024-06-14
1071,anti inflammatory,2024-06-14
1072,functional materials,2024-06-14
1073,small molecule,2024-06-14
1074,flavonoid derivatives,2024-06-14
1075,진공,2024-06-13
1076,고정장치,2024-06-13
1077,지그,2024-06-13
1078,위치결정,2024-06-13
1079,유연,2024-06-13
1080,Vacuum,2024-06-13
1081,Fixture,2024-06-13
1082,Jig,2024-06-13
1083,Positioning,2024-06-13
1084,Flexible,2024-06-13
1085,원격 진료,2024-06-13
1086,의료 서비스,2024-06-13
1087,진료 시스템,2024-06-13
1088,자가 측정기기,2024-06-13
1089,진료 시스템 소프트웨어,2024-06-13
1090,Telemedicine,2024-06-13
1091,medical services,2024-06-13
1092,medical system,2024-06-13
1093,self measuring device,2024-06-13
1094,Medical system software,2024-06-13
1095,외상 후 스트레스 장애,2024-06-13
1096,정델 동물 모델,2024-06-13
1097,도파민 수용체 4형,2024-06-13
1098,임상 POC,2024-06-13
1099,행동실험,2024-06-13
1100,PTSD,2024-06-13
1101,naturalistic animal model,2024-06-13
1102,Drd4,2024-06-13
1103,clinical POC,2024-06-13
1104,behavioral test,2024-06-13
1105,산업 전동 차량 충전 장치,2024-06-13
1106,누설 전류,2024-06-13
1107,모니터링,2024-06-13
1108,안전관리,2024-06-13
1109,어플리케이션,2024-06-13
1110,Industrial electric vehicles charging device,2024-06-13
1111,Leakage current,2024-06-13
1112,Monitoring,2024-06-13
1113,Safety management,2024-06-13
1114,Application,2024-06-13
1115,바이오고분자,2024-05-29
1116,질염,2024-05-29
1117,진단키트,2024-05-29
1118,인공지능,2024-05-29
1119,디지털헬스케어,2024-05-29
1120,Biopolymer,2024-05-29
1121,vaginitis,2024-05-29
1122,Diagnosis kit,2024-05-29
1123,AI,2024-05-29
1124,Digital health care,2024-05-29
1125,수소 취성,2024-05-29
1126,표면처리,2024-05-29
1127,수소 산업,2024-05-29
1128,친환경연료,2024-05-29
1129,원천기술,2024-05-29
1130,Hydrogen embrittlement,2024-05-29
1131,Surface treatment,2024-05-29
1132,Hydrogen Industry,2024-05-29
1133,Source Technology,2024-05-29
1134,사료,2024-05-29
1135,Marine biology,2024-05-29
1136,Gloiopeltis furcata,2024-05-29
1137,Skin improvement,2024-05-29
1138,Pet dog,2024-05-29
1139,Feed,2024-05-29
1140,반려견,2024-05-29
1141,해양자원,2024-05-29
1142,세모가시리,2024-05-29
1143,피부개선,2024-05-29
1144,전기추진 보트,2024-05-29
1145,전기배터리,2024-05-29
1146,친환경 보트,2024-05-29
1147,레저보트,2024-05-29
1148,정보통신기술,2024-05-29
1149,친환경 에너지,2024-05-29
1150,electric propulsion boat,2024-05-29
1151,electric battery,2024-05-29
1152,environmentally friendly boat,2024-05-29
1153,leisure boat,2024-05-29
1154,ICT,2024-05-29
1155,Green Energy,2024-05-29
1156,뇌파,2024-05-28
1157,경두개전기자극,2024-05-28
1158,미세자극,2024-05-28
1159,임피던스,2024-05-28
1160,EEG,2024-05-28
1161,tDCS,2024-05-28
1162,HighDefinitioini,2024-05-28
1163,Impedance,2024-05-28
1164,functional foods,2024-05-28
1165,gum health,2024-05-28
1166,gingivitis,2024-05-28
1167,periodontitis,2024-05-28
1168,nanoemulsion,2024-05-28
1169,나노에멀전,2024-05-28
1170,건강기능식품,2024-05-28
1171,잇몸 건강,2024-05-28
1172,치은염,2024-05-28
1173,치주염,2024-05-28
1174,해양생물,2024-05-28
1175,기능성 사료,2024-05-28
1176,친환경 양식,2024-05-28
1177,친환경 사료,2024-05-28
1178,새우 양식,2024-05-28
1179,Marine life,2024-05-28
1180,Functional feed,2024-05-28
1181,Eco friendly farming,2024-05-28
1182,Eco friendly feed,2024-05-28
1183,Shrimp farming,2024-05-28
1184,전기차,2024-05-28
1185,배터리,2024-05-28
1186,불량,2024-05-28
1187,전자동,2024-05-28
1188,고속,2024-05-28
1189,Electric vehicle,2024-05-28
1190,Battery,2024-05-28
1191,Fault,2024-05-28
1192,Automatic,2024-05-28
1193,Fast,2024-05-28
1194,가열냉각,2024-05-28
1195,사용친화,2024-05-28
1196,자동인식,2024-05-28
1197,Heating Cooling,2024-05-28
1198,User Friendly,2024-05-28
1199,Automatic recognition,2024-05-28
1200,Ultra large Vision,2024-05-28
1201,나노 클러스터,2024-05-28
1202,나노 임프린팅,2024-05-28
1203,투명디스플레이,2024-05-28
1204,나노 투명스크린,2024-05-28
1205,초대형 비전,2024-05-28
1206,Nano Cluster,2024-05-28
1207,Nano Imprinting,2024-05-28
1208,Transparent Display,2024-05-28
1209,Nano Transparent Screen,2024-05-28
1210,working shoes,2024-05-28
1211,클린룸 안전화,2024-05-28
1212,기능성 근무화,2024-05-28
1213,근피로도,2024-05-28
1214,정전기 방지 신발,2024-05-28
1215,탈취성능,2024-05-28
1216,제전화,2024-05-28
1217,안전화,2024-05-28
1218,근무화,2024-05-28
1219,Clean room safety shoes,2024-05-28
1220,Functional work shoes,2024-05-28
1221,Muscle fatigue,2024-05-28
1222,Antistatic function shoes,2024-05-28
1223,Deodorization performance,2024-05-28
1224,safety shoes,2024-05-28
1225,전기자동차,2024-05-27
1226,동축,2024-05-27
1227,감속기,2024-05-27
1228,차동잠금장치,2024-05-27
1229,디프케이스,2024-05-27
1230,Electronic vehicle,2024-05-27
1231,Co Axial,2024-05-27
1232,Reducer,2024-05-27
1233,Limited Slip Differential,2024-05-27
1234,Diff case,2024-05-27
1235,graphene oxide,2024-05-27
1236,cosmetics,2024-05-27
1237,hair loss,2024-05-27
1238,ampoule,2024-05-27
1239,앰플,2024-05-27
1240,산화그래핀,2024-05-27
1241,화장품,2024-05-27
1242,탈모,2024-05-27
1243,스핀반도체,2024-05-27
1244,강자성공명,2024-05-27
1245,웨이퍼 검사장치,2024-05-27
1246,비파괴검사,2024-05-27
1247,수평 전자석,2024-05-27
1248,Spin Semiconductor,2024-05-27
1249,Ferromagnetic Resonance,2024-05-27
1250,Wafer Inspection Device,2024-05-27
1251,Nondestructive Inspection,2024-05-27
1252,Vertical Projection Electromagnet,2024-05-27
1253,표면증강라만산란,2024-05-27
1254,나노구조체,2024-05-27
1255,인체 유해 물질,2024-05-27
1256,표면기능화,2024-05-27
1257,휴대용 라만분광기,2024-05-27
1258,Surface Enhanced Raman Scattering,2024-05-27
1259,Nano Structure,2024-05-27
1260,Hazard Materials,2024-05-27
1261,Surface Functionalization,2024-05-27
1262,Portable Raman,2024-05-27
1263,자연살해 세포 치료제,2024-05-27
1264,비임상 효력시험,2024-05-27
1265,글로벌 비즈니스,2024-05-27
1266,급성골수성백혈병,2024-05-27
1267,Natural killer cell therapeutics,2024-05-27
1268,Efficacy test,2024-05-27
1269,Global business,2024-05-27
1270,acute myeloid leikemia,2024-05-27
1271,폴리이미드 공중합체,2024-05-27
1272,고속전기방사,2024-05-27
1273,탄소나노섬유,2024-05-27
1274,배향된 나노섬유 필라멘트,2024-05-27
1275,발열의류,2024-05-27
1276,copolymer imide,2024-05-27
1277,high speed electrospinning,2024-05-27
1278,carbon nanofibers,2024-05-27
1279,filament with alined nanofibers,2024-05-27
1280,heating garment,2024-05-27
1281,차가버섯,2024-05-27
1282,이노토디올,2024-05-27
1283,인지기능개선,2024-05-27
1284,독성시험,2024-05-27
1285,Health functional food,2024-05-27
1286,Chaga mushroom,2024-05-27
1287,Inotodiol,2024-05-27
1288,cognitive function improvement,2024-05-27
1289,GLP tox,2024-05-27
1290,건강기능식품,2024-05-27
1291,철강산업,2024-05-27
1292,열재활용,2024-05-27
1293,복사에너지,2024-05-27
1294,시제품,2024-05-27
1295,Thermoelectric Generation,2024-05-27
1296,Steel Industry,2024-05-27
1297,Waste Heat Recovery,2024-05-27
1298,Radiation,2024-05-27
1299,Prototype,2024-05-27
1300,열전발전,2024-05-27
1301,오존제거촉매,2024-05-27
1302,활성탄소섬유,2024-05-27
1303,저온활성,2024-05-27
1304,산소발생,2024-05-27
1305,촉매재생,2024-05-27
1306,Ozone removing Catalyst,2024-05-27
1307,activated carbon fiber,2024-05-27
1308,low temperature activity,2024-05-27
1309,oxygen generation,2024-05-27
1310,catalytic regeneration,2024-05-27
1311,의료기기,2024-05-27
1312,체외진단기기,2024-05-27
1313,병원,2024-05-27
1314,인공지능,2024-05-27
1315,헬스케어,2024-05-27
1316,Medical devices,2024-05-27
1317,Diagnostic devices,2024-05-27
1318,Hospital,2024-05-27
1319,AI,2024-05-27
1320,Health care,2024-05-27
1321,티칭리스,2024-05-27
1322,그리퍼,2024-05-27
1323,토크제어 소프트웨어,2024-05-27
1324,이송로봇,2024-05-27
1325,피킹,2024-05-27
1326,Teachingless,2024-05-27
1327,gripper,2024-05-27
1328,Torque control software,2024-05-27
1329,Transfer robot,2024-05-27
1330,picking,2024-05-27
1331,탄소,2024-05-27
1332,두경부 고정장치,2024-05-27
1333,생체적합성,2024-05-27
1334,방해물저감,2024-05-27
1335,신경외과,2024-05-27
1336,Carbon,2024-05-27
1337,Skull Clamp,2024-05-27
1338,Biocompatibility,2024-05-27
1339,Artifact Reduction,2024-05-27
1340,Neurosurgery,2024-05-27
1341,에피텍시,2024-05-27
1342,방위각,2024-05-27
1343,갈륨비소,2024-05-27
1344,마이크로엘이디,2024-05-27
1345,유기화학증착,2024-05-27
1346,EPITAXY,2024-05-27
1347,crystal azimuth,2024-05-27
1348,GaAs,2024-05-27
1349,microLEDs,2024-05-27
1350,MOCVD,2024-05-27
1351,소형선박,2024-05-27
1352,충돌예방,2024-05-27
1353,레이더,2024-05-27
1354,전시장치,2024-05-27
1355,제품디자인,2024-05-27
1356,Small Vessel,2024-05-27
1357,Collision Prevention,2024-05-27
1358,Radar,2024-05-27
1359,Display Unit,2024-05-27
1360,Product Design,2024-05-27
1361,펩타이드,2024-05-27
1362,피부,2024-05-27
1363,미토콘드리아 활성,2024-05-27
1364,동결건조,2024-05-27
1365,기능성화장품,2024-05-27
1366,Peptide,2024-05-27
1367,Skin,2024-05-27
1368,Mitochondria Dynamics,2024-05-27
1369,Freeze Drying,2024-05-27
1370,Functional cosmetics,2024-05-27
1371,resource circulation,2024-05-26
1372,Waste solar power,2024-05-26
1373,valuable metals,2024-05-26
1374,노후태양광,2024-05-26
1375,자원재활용,2024-05-26
1376,자원순환,2024-05-26
1377,폐태양광,2024-05-26
1378,유가금속,2024-05-26
1379,Old solar power,2024-05-26
1380,Recycling,2024-05-26
1381,미세먼지,2024-05-24
1382,유해가스,2024-05-24
1383,대기오염,2024-05-24
1384,간이측정기,2024-05-24
1385,정확도향상,2024-05-24
1386,Fine Dust,2024-05-24
1387,Harmful Gases,2024-05-24
1388,Air Pollution,2024-05-24
1389,Simplified Measuring Device,2024-05-24
1390,Improvement of Accuracy,2024-05-24
1391,항균 항곰팡이,2024-05-24
1392,실내마감재,2024-05-24
1393,강마루,2024-05-24
1394,강마루,2024-05-24
1395,벽마감재,2024-05-24
1396,antibacterial antifungal,2024-05-24
1397,Interior finishing materials,2024-05-24
1398,Reinforced plywood floorings,2024-05-24
1399,Functional building materials,2024-05-24
1400,wall finishing material,2024-05-24
1401,현호색,2024-05-24
1402,디하이드로코리달린,2024-05-24
1403,트러블관리,2024-05-24
1404,패치,2024-05-24
1405,세럼,2024-05-24
1406,corydalis turtschaninovii,2024-05-24
1407,dehydrocoridalin,2024-05-24
1408,troublecare,2024-05-24
1409,patch,2024-05-24
1410,serum,2024-05-24
1411,수소연료품질,2024-05-24
1412,암모니아품질,2024-05-24
1413,Environmentally Friendly Ship,2024-05-24
1414,Hydrogen Fuel Quality,2024-05-24
1415,Ammonia Quality,2024-05-24
1416,무탄소연료,2024-05-24
1417,진위치,2024-05-23
1418,냉매밸브,2024-05-23
1419,비전검사,2024-05-23
1420,검사장비,2024-05-23
1421,로봇로딩,2024-05-23
1422,인라인,2024-05-23
1423,true Positioning,2024-05-23
1424,ERV,2024-05-23
1425,Vision Inspection,2024-05-23
1426,Inspection Instrument,2024-05-23
1427,Robot Loading,2024-05-23
1428,In Line,2024-05-23
1429,해조류 발효 추출물,2024-05-23
1430,며느리배꼽 추출물,2024-05-23
1431,복합 기능성,2024-05-23
1432,피부 진정,2024-05-23
1433,피부 장벽,2024-05-23
1434,extracts from fermented seaweeds,2024-05-23
1435,Persicaria perfoliata extract,2024-05-23
1436,multifunctional cosmetics,2024-05-23
1437,skin soothing,2024-05-23
1438,skin barrier,2024-05-23
1439,지방축적 억제,2024-05-23
